feature,CD,HYP,MI,NORM,STTC,mean_importance,feature_type
clinical_lead4_t_inversion_ratio,0.27384720208784,0.4062837392749172,0.06224141546561466,0.4430972694290005,0.9979838846709387,0.43669070218566225,clinical
clinical_lead2_pathologic_q_ratio,0.0,0.33709129548158495,0.6512758189254579,0.7846307554204365,0.3469186685108112,0.4239833076676581,clinical
clinical_lead6_q_width_mean_ms,0.25325392312792516,0.10647349071534584,0.38212798112528584,0.21694305318680304,1.1326050142875073,0.41828069248857347,clinical
lead7_hf2_energy,0.391649681534966,0.2824014185199418,0.49490942347547456,0.7499360684558027,0.13327091204850103,0.41043350080693725,baseline
lead11_hf2_energy,0.0,1.0713048550311284,0.0,0.6848665319726671,0.26007275138483377,0.4032488276777258,baseline
clinical_cornell_voltage,0.0,0.582000061004428,0.14063436312157857,0.8210830419725562,0.3519412554865486,0.3791317443170223,clinical
lead7_skew,0.6949671283341728,0.35790101977464067,0.11424437367174044,0.48401190818501766,0.23468234697108822,0.377161355387332,baseline
clinical_lead3_st_slope_mean,0.8763453516378461,0.27253537645881215,0.048109829701449294,0.42531192011330576,0.24069749116692574,0.3725999938156678,clinical
lead4_spec_entropy,1.1540354662211594,0.5730345415529668,0.0,0.02667011044223202,0.10064134933539534,0.3708762935103507,baseline
clinical_lead2_qrs_min_mean,1.2533325827553228,0.1722746377247331,0.0535122473073198,0.3433630711947997,0.0,0.36449650779643505,clinical
clinical_q_depth_global_mean,0.0,0.2635408419641937,0.8425062360626114,0.6058291939239644,0.09562486822510903,0.36150022803517573,clinical
clinical_lead7_st_deviation_mean,0.0,0.3677841716072775,0.5618983871696542,0.4340839645410155,0.43006065117816833,0.35876543489922313,clinical
clinical_lead11_qrs_max_mean,0.0,0.7450628580559352,0.18457189311232183,0.6530557775298045,0.20268418936317245,0.3570749436122468,clinical
clinical_lead2_t_inversion_ratio,0.0,0.16653701044606084,0.24113191085485125,0.6895586965464773,0.6749833244344021,0.35444218845635833,clinical
lead10_spec_entropy,0.2720962317137118,0.15381835088871967,0.3371914253871293,0.21684138998582636,0.7795538897175807,0.35190025753859355,baseline
