feature,perm_mean_CD,perm_std_CD,perm_mean_HYP,perm_std_HYP,perm_mean_MI,perm_std_MI,perm_mean_NORM,perm_std_NORM,perm_mean_STTC,perm_std_STTC,perm_mean_global,perm_std_global,builtin_mean_importance,feature_type
clinical_lead4_st_slope_mean,0.002244538568506149,0.0007444385775755462,0.0005378981575606013,0.001229865840572219,0.0004222661047143195,0.0006374738211031995,0.00020410389767208103,0.0003671596085753598,0.0017692106725329614,0.0008973260279354949,0.0010356034801972224,0.000775252775152364,0.6720959671819484,clinical
lead11_max,0.0,0.0,0.005307998168516492,0.0017238552371042608,3.112249956971347e-05,0.00011099634944626028,-9.874921686883197e-05,0.00017390411202581897,-0.00010212785040153438,0.0009290693943789603,0.0010276487201631677,0.0005875650185910601,0.30254992844812684,baseline
clinical_lead5_q_r_ratio_mean,0.0,0.0,-0.00011597787777043456,0.0007300184432682628,0.004794031251309583,0.001999930958743231,-4.217693339473305e-05,0.0001284028824563354,0.00035128749181346787,0.00030567462836100887,0.0009974327863915768,0.0006328053825657676,0.3218047568544392,clinical
global_mean_std,0.0,0.0,0.00453686705479186,0.0032509568229793805,0.0003515316989668893,0.0002693338762209549,-3.175180069920902e-05,0.0001391227602982214,0.0,0.0,0.000971329390611908,0.0007318826918997113,0.2512128076041153,baseline
clinical_lead2_q_width_mean_ms,0.002640875240500262,0.001173421867002726,0.0005083941096571288,0.0006551270459684686,-0.0004320881869172788,0.00023454176135755882,0.000565373730999108,0.0005647819752888914,0.0013575783182014467,0.0012784750939254497,0.0009280266424881334,0.0007812695487086189,1.0962783503092235,clinical
clinical_lead6_q_r_ratio_mean,0.0,0.0,0.0009157127445458379,0.0004769706128970575,0.002354204308173713,0.0010755009021843193,0.00046157627207148443,0.0002539400479752295,0.0008940359760170824,0.0005749429730747581,0.0009251058601616235,0.00047627090722627294,0.551543569340186,clinical
clinical_lead8_q_depth_mean,0.0,0.0,0.0005589203491749628,0.0005646582072674469,0.003948284702469673,0.0010500656414292862,9.673507111418456e-05,0.0001825600787182147,0.0,0.0,0.0009207880245517641,0.00035945678548298955,0.3418508008893982,clinical
clinical_lead11_st_deviation_mean,-0.00036791263826041476,0.000344380933075585,0.0033163169216154586,0.002859824881237833,-0.0001105267352604855,0.0003529328319204761,2.9884818559910985e-05,0.00017448685406222685,0.0017144867991565449,0.002274895420544883,0.0009164498331622028,0.0012013041841682007,0.5333718449614898,clinical
clinical_pr_interval_mean_ms,0.0006119623676393848,0.00029901548831341696,0.000302566743749455,0.00031456656668458447,0.0021068596279721907,0.0006805841585504485,0.0007549069695208632,0.00018622727325154882,0.0005789660692293475,0.0005036453486637893,0.0008710523556222482,0.0003968077670927576,0.29915804231859744,clinical
lead7_skew,0.002058355318765015,0.0010382972294824665,0.0016927134531510735,0.0006042930618562896,-3.0207578584073858e-05,0.0005399303705017874,5.802732763490193e-05,0.00021987347384096748,0.0005238977721145899,0.00045668181126752464,0.0008605572586163013,0.0005718151893898072,0.377161355387332,baseline
lead9_spec_entropy,0.0,0.0,-0.0005819996116404935,0.00040681119766990055,0.0034413102179004394,0.0015084934587941121,0.00038705754392930335,0.0002213820617577069,0.0008841181078606874,0.0008925356153834309,0.0008260972516099873,0.00060584446672103,0.2747442724643624,baseline
clinical_lead8_t_inversion_ratio,0.0,0.0,0.0005297161499415393,0.000121748335731506,0.003133089988877391,0.0007216229835956158,1.1103231669939983e-05,4.468645967929477e-05,0.00045149147226393184,0.0003355723320859156,0.0008250801685505604,0.00024472602221846645,0.17584037468338304,clinical
clinical_lead2_pathologic_q_ratio,0.0,0.0,0.0009357019812823552,0.0009960379465272788,0.0012709484543365623,0.0010258869025401014,0.0013372575601015013,0.0005369652703405355,0.00038747267741531257,0.0010439289865843855,0.0007862761346271464,0.0007205638211984602,0.4239833076676581,clinical
lead11_hf2_energy,0.0,0.0,0.004978201794156534,0.0025668414603507972,0.0,0.0,5.2602415603442146e-05,0.0002017685711745493,-0.0014270022682306815,0.0006611510194159697,0.0007207603883058588,0.0006859522101882633,0.4032488276777258,baseline
lead7_min,0.0007366831344845948,0.0002792100181910434,0.0024964449739907414,0.0008512684676456979,-0.0001336924645711779,0.0003599432757497954,0.00032365249744515935,0.0002603204199471198,0.00017215344523392463,0.0004796180012010251,0.0007190483173166486,0.00044607203654693637,0.17450320061007227,baseline
clinical_lead1_q_width_mean_ms,-0.0003302749124674098,0.00019048869835285013,0.0021850091513886728,0.00048181792122978413,-0.00043963960385177134,0.001019470388855396,0.0008234948088652217,0.0003763813011846915,0.001181782902993722,0.0009263008728376092,0.0006840744693856871,0.0005988918364920662,0.5376342289116145,clinical
lead11_std_diff,0.00038728583174075794,0.0002452224226699562,0.004619918262707712,0.0016953750989152365,-2.5969456887275922e-05,0.0005179726403585443,-0.00011895100490389998,0.00017278832275469677,-0.0015016056579961635,0.0015545259904414367,0.0006721355949322261,0.0008371768950279741,0.4411934931817177,baseline
clinical_lead9_q_width_mean_ms,0.0002807755617224905,0.00030174462532792345,0.0009123988477635625,0.0005473725941990467,0.0008071256001315086,0.0005289522439499605,0.00023695206637643906,0.00016823203840262227,0.0009137048501764222,0.0006680804191771226,0.0006301913852340846,0.000442876384211335,0.2994025337670251,clinical
clinical_lead6_q_width_mean_ms,0.0005182201366271899,0.00037228880176531795,0.0008207851067441152,0.000590878259444494,0.00013319206566356768,0.00046008491849553086,0.00010004395911520359,7.815314160774979e-05,0.0015737554049412238,0.0015765425892302573,0.0006291993346182601,0.00061558954210867,0.41828069248857347,clinical
lead4_spec_entropy,0.0010106133236472581,0.0009904901103663236,0.0009554564728599613,0.001344867190707015,0.0,0.0,5.969789671262937e-05,2.4841560420967843e-05,0.0011000101789232497,0.0005377672505515647,0.0006251555744286198,0.0005795932224091742,0.3708762935103507,baseline
clinical_lead3_st_slope_mean,0.0016440703272055158,0.0005153472644403069,-3.9374578051099005e-05,0.0004974111382349918,0.00016200401957607857,0.0001591911986731819,5.26352685603082e-05,0.00028794263099793426,0.0012140919845468501,0.0003737832340679113,0.0006066854043675307,0.00036673509328286524,0.3725999938156678,clinical
clinical_lead9_q_depth_mean,0.0,0.0,-2.6713425093372046e-05,0.0007809496925339873,0.001811072686212234,0.001282369844699805,0.0009176042992639965,0.0007554752050898359,0.0003294614487756475,0.0004728499545930873,0.0006062850018317012,0.0006583289393833432,0.49293008481353934,clinical
clinical_lead9_st_slope_mean,0.0018474839369477581,0.001290892963688417,0.001019831030347773,0.0006592832913348771,7.523780898995857e-05,0.00024285611771789205,4.920871574972674e-05,7.788027840414417e-05,0.0,0.0,0.0005983522984070432,0.0004541825302290661,0.4451085669112114,clinical
clinical_lead5_st_slope_mean,0.0,0.0,0.0006897168001666843,0.0001424831145340299,-0.00012564247018258533,0.0002411593534099728,3.062876814100557e-05,4.128780624853463e-05,0.0023056284449882503,0.0009752678041676499,0.000580066308622671,0.0002800396156720375,0.12827505577791706,clinical
clinical_lead2_st_slope_mean,0.0011479359248965037,0.0006094235463397817,0.0016489571312253925,0.0006692566546669944,1.8814082904816675e-05,0.0005170113579775353,0.00017319864168328092,0.00018770539559994213,-9.925414914445652e-05,0.0007121793220672618,0.0005779303263131074,0.000539115255330303,0.47898159438986043,clinical
clinical_lead2_q_depth_mean,0.0,0.0,0.0,0.0,0.002127455832730429,0.0013732080072248367,0.00015994490018391704,0.00010790753624943458,0.0005069104426970838,0.0005071717278855273,0.0005588622351222859,0.00039765745427195967,0.2674175994900604,clinical
clinical_lead1_st_slope_mean,0.00015303992228137274,0.0006029658010499458,0.00116190750626336,0.0009887107225140246,0.0003569109163640283,0.00029277742033609534,0.00012597516842999257,0.00017743223138327288,0.0009874676691075113,0.0005849306038340616,0.000557060236489253,0.00052936335582348,0.5835993653073018,clinical
lead5_kurt,-0.00011436537007175618,0.0003654610951464048,0.0010314158701050014,0.0009162068405445816,2.1786904235887584e-05,0.0004986613112047694,0.0,0.0,0.0018303509709232779,0.0007586356195011828,0.0005538376750384821,0.0005077929732793877,0.1264422113108823,baseline
clinical_lead1_t_amp_mean,-0.000425478438342608,0.0007732415990434656,-0.00045840383170125953,0.001332575043032371,-0.0005987393759750547,0.0015758584914393546,0.0004426011941307872,0.0015222430934189654,0.00374952673848169,0.0031598306453153387,0.000541901257318711,0.001672749774449899,1.6705281713408617,clinical
lead2_spec_entropy,0.001992684928717248,0.0004059727590772576,-0.000591194880726853,0.0010111974244005279,0.001312491400996363,0.0003618365353440154,0.00011325373035012687,0.00010506690573271947,-0.000132179076335992,0.00029814972370978984,0.0005390112206001786,0.00043644466965286205,0.3325184248796068,baseline
lead12_median,0.0,0.0,0.002067232442243094,0.0007787062298738449,-0.00010147526560767561,0.00021600886945570913,7.242894127048593e-05,5.8547237558526724e-05,0.0006102818948539146,0.0005242389216797698,0.0005296936025519638,0.00031550025171357015,0.09817420788076545,baseline
clinical_lead4_qrs_max_mean,0.0018458648961751534,0.0011279510844257852,-9.350595210216861e-05,0.0003726630712977001,0.00032951631485942377,0.0006551008833319315,0.00033467766677373054,0.00048098521997739217,0.00021584486676151649,0.0004955622478789952,0.0005264795584935311,0.0006264525013823608,0.49843016083849656,clinical
clinical_lead12_qrs_max_mean,-0.0001798663469926187,0.0004451181308171615,0.0033217844282457444,0.0009454752241262181,-0.0008067379829666654,0.00030299636821250924,7.624861176438457e-05,9.607850592582753e-05,0.00020647573736854997,0.0007356223705898386,0.0005235808894838791,0.000505058119934311,0.2703940868632973,clinical
lead7_max,0.0018295306078573547,0.0005442918387650585,0.00017113680369709172,0.00018894157381739972,0.0006407475220777559,0.001162328122662305,-5.6731922225983225e-05,5.7711781638972416e-05,2.36311547682333e-05,0.00020216398947000305,0.0005216628332348906,0.0004310874612707477,0.2333207199728223,baseline
lead1_hf2_energy,0.0,0.0,0.0031740064852481932,0.0012967708559355135,0.0,0.0,1.4168767166711228e-05,0.00013730542565185472,-0.0006431569756496058,0.00014173693021997204,0.0005090036553530597,0.00031516264236146807,0.24390118752176115,baseline
